timestamp,patient_id,imei,employee_id,sensor_latlong,sensor_room,rssi,actual_patient_room
2026-02-10T09:20:47,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809932, -47.059403",Recepção,-73.22,Toalete
2026-02-10T09:20:55,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809958, -47.059816",Corredor,-65.85,Quarto 2
2026-02-10T09:21:04,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809843, -47.059757",Corredor,-65.45,Quarto 1
2026-02-10T09:21:13,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809748, -47.059323",Recepção,-83.6,Quarto 2
2026-02-10T09:21:22,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809619, -47.059553",Enfermaria,-98.81,Quarto 1
2026-02-10T09:21:28,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809981, -47.059413",Recepção,-89.63,Quarto 1
2026-02-10T09:21:35,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809663, -47.059716",Arredores,-80.56,Quarto 1
2026-02-10T09:21:38,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809720, -47.059385",Recepção,-78.78,Quarto 2
2026-02-10T09:21:42,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809657, -47.059477",Recepção,-115.0,Quarto 1
2026-02-10T09:21:47,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809732, -47.059543",Enfermaria,-84.47,Quarto 1
2026-02-10T09:21:55,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809797, -47.059647",Enfermaria,-67.99,Quarto 1
2026-02-10T09:22:01,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809926, -47.059637",Corredor,-100.28,Quarto 2
2026-02-10T09:22:09,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809606, -47.059540",Enfermaria,-93.05,Quarto 1
2026-02-10T09:22:12,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809762, -47.059670",Enfermaria,-74.61,Quarto 1
2026-02-10T09:22:21,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809711, -47.059622",Enfermaria,-73.8,Quarto 2
2026-02-10T09:22:29,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809621, -47.059561",Enfermaria,-79.16,Quarto 1
2026-02-10T09:22:32,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809697, -47.059610",Enfermaria,-81.79,Quarto 2
2026-02-10T09:22:38,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809830, -47.059375",Recepção,-80.37,Quarto 1
2026-02-10T09:22:40,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809782, -47.059685",Corredor,-69.05,Quarto 1
2026-02-10T09:22:47,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809759, -47.059359",Recepção,-71.37,Corredor
2026-02-10T09:22:55,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809743, -47.059708",Enfermaria,-67.39,Corredor
2026-02-10T09:23:04,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809782, -47.059642",Enfermaria,-75.2,Quarto 1
2026-02-10T09:23:10,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809616, -47.059577",Enfermaria,-83.58,Quarto 2
2026-02-10T09:23:14,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809745, -47.059659",Enfermaria,-72.48,Quarto 1
2026-02-10T09:23:20,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809937, -47.059464",Recepção,-115.0,Quarto 2
2026-02-10T09:23:26,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809569, -47.059545",Enfermaria,-96.59,Quarto 2
2026-02-10T09:23:32,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809546, -47.059323",Arredores,-93.75,Corredor
2026-02-10T09:23:35,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809777, -47.059611",Enfermaria,-87.83,Quarto 2
2026-02-10T09:23:44,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809692, -47.059648",Enfermaria,-75.39,Quarto 1
2026-02-10T09:23:50,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809778, -47.059710",Enfermaria,-69.22,Quarto 1
2026-02-10T09:23:59,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809774, -47.059339",Recepção,-98.76,Quarto 1
2026-02-10T09:24:05,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809801, -47.059391",Recepção,-89.56,Quarto 1
2026-02-10T09:24:14,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809775, -47.059724",Corredor,-74.24,Quarto 2
2026-02-10T09:24:17,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809707, -47.059357",Recepção,-78.61,Quarto 2
2026-02-10T09:24:22,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809914, -47.059421",Recepção,-93.6,Quarto 1
2026-02-10T09:24:26,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809783, -47.059784",Corredor,-67.71,Quarto 2
2026-02-10T09:24:31,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809607, -47.059422",Recepção,-80.49,Quarto 1
2026-02-10T09:24:36,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809699, -47.059662",Enfermaria,-115.0,Quarto 1
2026-02-10T09:24:40,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.810056, -47.060090",Arredores,-80.15,Quarto 1
2026-02-10T09:24:49,PAT_002,IMEI_999999,EMP_EXTERNAL_VISITOR,"-22.809455, -47.059358",Arredores,-82.15,Quarto 2
2026-02-10T09:24:52,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809689, -47.059482",Arredores,-85.61,Quarto 2
2026-02-10T09:25:01,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809920, -47.059757",Arredores,-70.7,Toalete
2026-02-10T09:25:03,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809634, -47.059307",Recepção,-87.68,Quarto 1
2026-02-10T09:25:10,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809947, -47.059405",Recepção,-67.33,Toalete
2026-02-10T09:25:19,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809705, -47.059691",Enfermaria,-96.42,Quarto 1
2026-02-10T09:25:27,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809744, -47.059587",Enfermaria,-89.4,Quarto 2
2026-02-10T09:25:35,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809621, -47.059665",Enfermaria,-76.44,Quarto 2
2026-02-10T09:25:37,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809680, -47.059653",Enfermaria,-78.07,Quarto 2
2026-02-10T09:25:45,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809704, -47.059700",Enfermaria,-70.43,Quarto 2
2026-02-10T09:25:48,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809581, -47.059333",Recepção,-89.05,Quarto 1
2026-02-10T09:25:50,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809966, -47.059622",Corredor,-77.2,Quarto 1
2026-02-10T09:25:59,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809740, -47.059645",Enfermaria,-84.49,Quarto 2
2026-02-10T09:26:03,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809632, -47.059584",Enfermaria,-92.23,Quarto 1
2026-02-10T09:26:06,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809722, -47.059531",Enfermaria,-90.33,Quarto 1
2026-02-10T09:26:08,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809866, -47.059293",Recepção,-81.63,Quarto 1
2026-02-10T09:26:10,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809707, -47.059636",Enfermaria,-75.83,Quarto 1
2026-02-10T09:26:19,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809708, -47.059789",Corredor,-69.92,Quarto 1
2026-02-10T09:26:26,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809790, -47.059772",Corredor,-73.59,Quarto 1
2026-02-10T09:26:34,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809706, -47.059574",Enfermaria,-93.11,Arredores
2026-02-10T09:26:36,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809766, -47.059856",Arredores,-80.73,Quarto 1
2026-02-10T09:26:42,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809676, -47.059560",Enfermaria,-74.84,Corredor
2026-02-10T09:26:46,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809769, -47.059460",Recepção,-81.61,Quarto 1
2026-02-10T09:26:53,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809652, -47.059533",Enfermaria,-82.75,Quarto 2
2026-02-10T09:27:01,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809890, -47.059392",Arredores,-78.57,Quarto 1
2026-02-10T09:27:04,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809886, -47.059287",Recepção,-79.21,Quarto 2
2026-02-10T09:27:11,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809668, -47.060085",Arredores,-76.93,Quarto 2
2026-02-10T09:27:14,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809601, -47.059678",Enfermaria,-82.52,Quarto 1
2026-02-10T09:27:16,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809888, -47.059409",Recepção,-79.49,Quarto 1
2026-02-10T09:27:22,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809911, -47.059313",Recepção,-80.5,Quarto 2
2026-02-10T09:27:31,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809701, -47.059716",Enfermaria,-78.77,Quarto 2
2026-02-10T09:27:36,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809909, -47.059381",Recepção,-94.1,Quarto 1
2026-02-10T09:27:40,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809737, -47.059492",Recepção,-70.73,Corredor
2026-02-10T09:27:46,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809917, -47.059777",Corredor,-83.56,Quarto 2
2026-02-10T09:27:51,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809594, -47.059622",Enfermaria,-75.41,Quarto 2
2026-02-10T09:27:57,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809797, -47.059671",Enfermaria,-63.88,Corredor
2026-02-10T09:28:06,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809768, -47.059695",Enfermaria,-115.0,Quarto 1
2026-02-10T09:28:11,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809643, -47.059367",Recepção,-86.92,Quarto 2
2026-02-10T09:28:17,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809995, -47.059352",Recepção,-83.81,Quarto 2
2026-02-10T09:28:22,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809713, -47.059706",Enfermaria,-77.52,Quarto 2
2026-02-10T09:28:25,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809703, -47.059685",Enfermaria,-74.98,Quarto 1
2026-02-10T09:28:29,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809709, -47.059565",Enfermaria,-80.74,Quarto 2
2026-02-10T09:28:36,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809832, -47.059775",Corredor,-84.95,Quarto 2
2026-02-10T09:28:44,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809806, -47.059421",Recepção,-80.62,Quarto 2
2026-02-10T09:28:53,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809857, -47.059425",Recepção,-78.84,Quarto 1
2026-02-10T09:29:00,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809605, -47.059446",Recepção,-81.36,Quarto 1
2026-02-10T09:29:03,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809764, -47.059613",Enfermaria,-81.74,Quarto 1
2026-02-10T09:29:07,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809749, -47.059666",Enfermaria,-56.68,Corredor
2026-02-10T09:29:12,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809795, -47.059747",Corredor,-69.72,Quarto 1
2026-02-10T09:29:15,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809832, -47.059355",Recepção,-96.96,Quarto 1
2026-02-10T09:29:23,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809605, -47.059495",Recepção,-98.74,Arredores
2026-02-10T09:29:26,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809648, -47.059694",Enfermaria,-76.8,Quarto 2
2026-02-10T09:29:30,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809755, -47.059778",Corredor,-85.59,Quarto 2
2026-02-10T09:29:36,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809906, -47.059480",Recepção,-88.77,Quarto 2
2026-02-10T09:29:39,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809800, -47.059339",Recepção,-79.13,Quarto 1
2026-02-10T09:29:45,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809802, -47.059482",Recepção,-73.35,Quarto 2
2026-02-10T09:29:51,PAT_002,IMEI_999999,EMP_EXTERNAL_VISITOR,"-22.809800, -47.059586",Enfermaria,-71.48,Quarto 2
2026-02-10T09:29:59,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809584, -47.059709",Enfermaria,-85.59,Quarto 1
2026-02-10T09:30:04,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809582, -47.059586",Enfermaria,14.62,Quarto 1
2026-02-10T09:30:06,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809837, -47.059767",Corredor,-75.33,Toalete
2026-02-10T09:30:15,PAT_001,IMEI_999999,EMP_EXTERNAL_VISITOR,"-22.809609, -47.059488",Recepção,-80.02,Quarto 1
2026-02-10T09:30:21,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809784, -47.059717",Enfermaria,8.68,Quarto 1
2026-02-10T09:30:28,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809955, -47.059781",Corredor,-73.03,Toalete
2026-02-10T09:30:33,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809642, -47.059486",Recepção,-83.58,Quarto 1
2026-02-10T09:30:41,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809707, -47.059343",Recepção,-100.68,Quarto 1
2026-02-10T09:30:45,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809613, -47.059420",Recepção,-81.59,Quarto 1
2026-02-10T09:30:54,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809648, -47.059334",Recepção,-79.17,Quarto 2
2026-02-10T09:31:02,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809600, -47.059599",Enfermaria,-87.47,Quarto 1
2026-02-10T09:31:08,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809685, -47.059292",Recepção,-81.75,Quarto 1
2026-02-10T09:31:14,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809909, -47.059453",Recepção,-88.13,Quarto 2
2026-02-10T09:31:17,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809906, -47.059295",Recepção,-88.07,Quarto 1
2026-02-10T09:31:23,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809614, -47.059514",Enfermaria,-77.96,Quarto 2
2026-02-10T09:31:29,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809671, -47.059686",Enfermaria,-71.03,Quarto 1
2026-02-10T09:31:36,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809664, -47.060010",Arredores,-84.93,Quarto 1
2026-02-10T09:31:38,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809653, -47.059610",Enfermaria,-74.56,Quarto 2
2026-02-10T09:31:47,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809801, -47.059670",Enfermaria,-67.6,Quarto 2
2026-02-10T09:31:53,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809784, -47.059545",Enfermaria,-73.17,Quarto 2
2026-02-10T09:32:02,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809833, -47.059361",Recepção,-79.1,Quarto 1
2026-02-10T09:32:05,PAT_002,IMEI_999999,EMP_EXTERNAL_VISITOR,"-22.809707, -47.059659",Corredor,-70.32,Quarto 2
2026-02-10T09:32:10,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809607, -47.059600",Enfermaria,-78.61,Quarto 1
2026-02-10T09:32:13,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809729, -47.059593",Enfermaria,-90.26,Quarto 1
2026-02-10T09:32:17,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809580, -47.059597",Enfermaria,-81.89,Quarto 2
2026-02-10T09:32:24,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809761, -47.059649",Enfermaria,-86.21,Quarto 2
2026-02-10T09:32:28,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809683, -47.059668",Corredor,-115.0,Quarto 1
2026-02-10T09:32:37,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809800, -47.059530",Enfermaria,-97.21,Quarto 2
2026-02-10T09:32:45,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809574, -47.059613",Enfermaria,-80.24,Toalete
2026-02-10T09:32:49,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809932, -47.059970",Arredores,-65.6,Quarto 1
2026-02-10T09:32:58,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809767, -47.059362",Arredores,-98.32,Quarto 1
2026-02-10T09:33:01,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809948, -47.059348",Recepção,-79.21,Quarto 2
2026-02-10T09:33:05,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809661, -47.059648",Corredor,-84.21,Quarto 1
2026-02-10T09:33:08,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809623, -47.059569",Enfermaria,-78.34,Quarto 1
2026-02-10T09:33:15,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809604, -47.059641",Enfermaria,-94.02,Quarto 2
2026-02-10T09:33:17,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809909, -47.059420",Recepção,-84.65,Quarto 1
2026-02-10T09:33:25,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809637, -47.059710",Enfermaria,-77.15,Quarto 2
2026-02-10T09:33:28,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809638, -47.059477",Arredores,-94.51,Arredores
2026-02-10T09:33:34,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809699, -47.059695",Enfermaria,-80.03,Quarto 2
2026-02-10T09:33:43,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809828, -47.059304",Recepção,-83.97,Quarto 2
2026-02-10T09:33:50,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809904, -47.059773",Corredor,-68.39,Quarto 2
2026-02-10T09:33:52,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809773, -47.059529",Enfermaria,-93.08,Quarto 1
2026-02-10T09:33:54,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809703, -47.059619",Enfermaria,-86.81,Quarto 2
2026-02-10T09:33:58,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809652, -47.059640",Enfermaria,-77.55,Quarto 2
2026-02-10T09:34:02,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809643, -47.059610",Enfermaria,-86.35,Quarto 1
2026-02-10T09:34:08,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809727, -47.059654",Enfermaria,-93.44,Quarto 1
2026-02-10T09:34:10,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809706, -47.059321",Recepção,-83.87,Quarto 2
2026-02-10T09:34:18,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809710, -47.059406",Recepção,-87.89,Quarto 1
2026-02-10T09:34:20,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809749, -47.059332",Recepção,-99.83,Quarto 2
2026-02-10T09:34:24,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809765, -47.059519",Enfermaria,-87.56,Quarto 1
2026-02-10T09:34:30,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809772, -47.059626",Corredor,-72.64,Quarto 1
2026-02-10T09:34:38,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.810061, -47.059350",Arredores,-81.79,Quarto 1
2026-02-10T09:34:40,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809830, -47.059670",Corredor,6.69,Quarto 2
2026-02-10T09:34:45,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809702, -47.059695",Enfermaria,-69.25,Quarto 2
2026-02-10T09:34:52,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809645, -47.059432",Recepção,-79.45,Quarto 2
2026-02-10T09:34:59,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809582, -47.059863",Arredores,-79.89,Quarto 1
2026-02-10T09:35:04,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809817, -47.059923",Arredores,-75.61,Toalete
2026-02-10T09:35:10,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809950, -47.060072",Arredores,-68.56,Quarto 1
2026-02-10T09:35:13,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809856, -47.059432",Recepção,-86.85,Quarto 1
2026-02-10T09:35:16,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809599, -47.059402",Recepção,-73.03,Corredor
2026-02-10T09:35:19,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809660, -47.059496",Recepção,-77.51,Quarto 2
2026-02-10T09:35:26,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809721, -47.059625",Enfermaria,-71.29,Toalete
2026-02-10T09:35:35,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809787, -47.059288",Recepção,-94.62,Quarto 2
2026-02-10T09:35:40,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809609, -47.059713",Enfermaria,-72.35,Quarto 2
2026-02-10T09:35:46,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809978, -47.059389",Recepção,-81.27,Quarto 2
2026-02-10T09:35:55,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809766, -47.059517",Enfermaria,-84.12,Quarto 2
2026-02-10T09:36:02,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809583, -47.059658",Enfermaria,-77.23,Quarto 1
2026-02-10T09:36:10,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809605, -47.059557",Enfermaria,-82.78,Quarto 2
2026-02-10T09:36:14,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809395, -47.059489",Arredores,-83.04,Quarto 1
2026-02-10T09:36:17,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809909, -47.059615",Corredor,-79.58,Quarto 1
2026-02-10T09:36:21,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809620, -47.059448",Recepção,-89.47,Quarto 1
2026-02-10T09:36:28,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809606, -47.059293",Recepção,-85.53,Quarto 1
2026-02-10T09:36:36,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809637, -47.059372",Recepção,-90.1,Quarto 2
2026-02-10T09:36:39,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809622, -47.059574",Enfermaria,-76.26,Quarto 1
2026-02-10T09:36:46,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809989, -47.059480",Recepção,-85.7,Quarto 1
2026-02-10T09:36:50,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809796, -47.059709",Enfermaria,-76.09,Quarto 1
2026-02-10T09:36:58,PAT_001,IMEI_MOTO_G_OLD,EMP_03,"-22.809891, -47.059497",Recepção,-94.01,Quarto 1
2026-02-10T09:37:06,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809769, -47.059353",Recepção,-87.68,Quarto 1
2026-02-10T09:37:13,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809625, -47.059351",Recepção,-95.74,Quarto 2
2026-02-10T09:37:16,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809690, -47.059601",Enfermaria,-71.92,Quarto 2
2026-02-10T09:37:20,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809786, -47.059372",Recepção,-96.26,Quarto 2
2026-02-10T09:37:24,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809730, -47.059541",Enfermaria,-96.02,Quarto 2
2026-02-10T09:37:29,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809708, -47.059621",Arredores,-72.77,Corredor
2026-02-10T09:37:32,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809630, -47.059365",Recepção,-91.19,Quarto 2
2026-02-10T09:37:40,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809861, -47.059476",Recepção,-75.23,Quarto 1
2026-02-10T09:37:45,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809737, -47.059389",Recepção,-80.15,Quarto 1
2026-02-10T09:37:50,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809704, -47.059528",Enfermaria,-76.24,Quarto 2
2026-02-10T09:37:54,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809996, -47.059304",Arredores,-69.77,Toalete
2026-02-10T09:37:59,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809635, -47.059655",Enfermaria,-85.1,Quarto 2
2026-02-10T09:38:07,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809676, -47.059342",Recepção,-82.15,Quarto 2
2026-02-10T09:38:09,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809604, -47.059534",Enfermaria,-74.34,Toalete
2026-02-10T09:38:14,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809750, -47.059671",Corredor,-73.21,Quarto 2
2026-02-10T09:38:23,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809607, -47.059490",Recepção,-88.61,Quarto 1
2026-02-10T09:38:27,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.810080, -47.059555",Arredores,-94.94,Quarto 2
2026-02-10T09:38:36,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809661, -47.059758",Corredor,-70.09,Toalete
2026-02-10T09:38:45,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809740, -47.059707",Enfermaria,-74.39,Quarto 2
2026-02-10T09:38:52,PAT_001,IMEI_SAMSUNG_S23,EMP_02,"-22.809594, -47.059447",Recepção,-86.53,Quarto 1
2026-02-10T09:38:58,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809726, -47.059472",Recepção,-82.72,Toalete
2026-02-10T09:39:04,PAT_002,IMEI_MOTO_G_OLD,EMP_03,"-22.809937, -47.059336",Recepção,-108.05,Quarto 2
2026-02-10T09:39:06,PAT_002,IMEI_SAMSUNG_S23,EMP_02,"-22.809846, -47.059638",Corredor,-115.0,Quarto 2
2026-02-10T09:39:09,PAT_002,IMEI_IPHONE_X,EMP_01,"-22.809676, -47.059471",Recepção,14.7,Quarto 2
2026-02-10T09:39:18,PAT_001,IMEI_IPHONE_X,EMP_01,"-22.809662, -47.059618",Enfermaria,-77.55,Quarto 1
